Date,AAPL,ANET,ANSS,AVGO,CDW,CRM,EPAM,FTNT,KEYS,MA,MPWR,NOW,NXPI,PAYC,TYL
2000-01-03,,,,,,,,,,,,,,,
2000-01-04,-0.08431013941352883,,-0.02824858757062143,,,,,,,,,,,,0.02127659574468077
2000-01-05,0.014633230694875321,,0.005813953488372103,,,,,,,,,,,,0.03125
2000-01-06,-0.08653810257770489,,0.0,,,,,,,,,,,,0.0
2000-01-07,0.04736870133178006,,0.0,,,,,,,,,,,,-0.04040404040404044
2000-01-10,-0.01758757922494547,,0.005780346820809301,,,,,,,,,,,,0.042105263157894646
2000-01-11,-0.051151352570566466,,-0.02298850574712641,,,,,,,,,,,,-0.11111111111111116
2000-01-12,-0.05997273263265568,,-0.02352941176470591,,,,,,,,,,,,0.05681818181818188
2000-01-13,0.10967674435780905,,-0.03614457831325302,,,,,,,,,,,,-0.021505376344086002
2000-01-14,0.03811384083743463,,-0.006249999999999978,,,,,,,,,,,,0.0219780219780219
2000-01-18,0.034847539330978394,,0.0,,,,,,,,,,,,0.032258064516129004
2000-01-19,0.025256145205950098,,-0.0062893081761006275,,,,,,,,,,,,-0.01041666666666663
2000-01-20,0.06510218605728535,,0.044303797468354444,,,,,,,,,,,,-0.010526315789473717
2000-01-21,-0.019272475703730252,,0.024242424242424176,,,,,,,,,,,,-0.03191489361702127
2000-01-24,-0.045480078851434236,,0.029585798816567976,,,,,,,,,,,,-0.03296703296703296
2000-01-25,0.056469843079037796,,0.028735632183908066,,,,,,,,,,,,-0.03409090909090906
2000-01-26,-0.01837412310355724,,-0.016759776536312887,,,,,,,,,,,,-0.0117647058823529
2000-01-27,-0.0017012009486406798,,-0.022727272727272707,,,,,,,,,,,,-0.08333333333333337
2000-01-28,-0.07613673928004971,,-0.046511627906976716,,,,,,,,,,,,-0.025974025974025983
2000-01-31,0.0209097436457093,,0.0,,,,,,,,,,,,-0.06666666666666665
2000-02-01,-0.03373487126385144,,0.03658536585365857,,,,,,,,,,,,-0.042857142857142816
2000-02-02,-0.014339275673132312,,0.0117647058823529,,,,,,,,,,,,0.014925373134328401
2000-02-03,0.045541557450063275,,-0.04069767441860461,,,,,,,,,,,,0.17647058823529416
2000-02-04,0.0453721965937961,,0.0060606060606061,,,,,,,,,,,,-0.012499999999999956
2000-02-07,0.056133728779610426,,-0.012048192771084376,,,,,,,,,,,,-0.05063291139240511
2000-02-08,0.00712429510194057,,0.08536585365853666,,,,,,,,,,,,-0.053333333333333344
2000-02-09,-0.019587865728113996,,0.1292134831460674,,,,,,,,,,,,0.0
2000-02-10,0.007769652523505588,,0.07462686567164178,,,,,,,,,,,,0.12676056338028174
2000-02-11,-0.04185033457753107,,-0.06944444444444442,,,,,,,,,,,,-0.050000000000000044
2000-02-14,0.06494249275660002,,0.0,,,,,,,,,,,,-0.02631578947368418
2000-02-15,0.02752320854621182,,-0.01990049751243783,,,,,,,,,,,,-0.05405405405405406
2000-02-16,-0.04096676616886563,,0.010152284263959421,,,,,,,,,,,,-0.042857142857142816
2000-02-17,0.006572915215524278,,0.07035175879396993,,,,,,,,,,,,0.029850746268656803
2000-02-18,-0.031556289774207325,,-0.014084507042253502,,,,,,,,,,,,-0.02898550724637683
2000-02-22,0.023033206303283205,,-0.01904761904761909,,,,,,,,,,,,-0.02985074626865669
2000-02-23,0.021416174970354085,,0.04854368932038833,,,,,,,,,,,,0.0
2000-02-24,-0.009004982039289566,,-0.11111111111111116,,,,,,,,,,,,-0.01538461538461533
2000-02-25,-0.041909479141667094,,0.0,,,,,,,,,,,,-0.03125
2000-02-28,0.026047848320712497,,0.03125,,,,,,,,,,,,0.27419354838709675
2000-02-29,0.012141478265910388,,0.04040404040404044,,,,,,,,,,,,0.08860759493670889
2000-03-01,0.13685797604597272,,0.01941747572815533,,,,,,,,,,,,-0.06976744186046513
2000-03-02,-0.0637880526997201,,-0.01904761904761909,,,,,,,,,,,,-0.0625
2000-03-03,0.0491798209208012,,0.04854368932038833,,,,,,,,,,,,0.10666666666666669
2000-03-06,-0.01806614704901377,,0.0185185185185186,,,,,,,,,,,,0.15662650602409633
2000-03-07,-0.022377262787934504,,0.040909090909091006,,,,,,,,,,,,-0.04166666666666663
2000-03-08,-0.007120499204131048,,-0.02183406113537123,,,,,,,,,,,,-0.04347826086956519
2000-03-09,0.0020493306469246964,,-0.0714285714285714,,,,,,,,,,,,0.03409090909090917
2000-03-10,0.028629386349726893,,-0.05769230769230771,,,,,,,,,,,,0.01098901098901095
2000-03-13,-0.035288437254774596,,0.015306122448979664,,,,,,,,,,,,-0.03260869565217395
2000-03-14,-0.0582175096709463,,0.045226130653266416,,,,,,,,,,,,0.03370786516853941
2000-03-15,0.017505185787287214,,-0.014423076923076872,,,,,,,,,,,,-0.021739130434782594
2000-03-16,0.04569921275142974,,-0.009756097560975618,,,,,,,,,,,,0.03333333333333344
2000-03-17,0.028277596646242964,,-0.014778325123152691,,,,,,,,,,,,-0.021505376344086002
2000-03-20,-0.016000305205159826,,-0.015000000000000013,,,,,,,,,,,,-0.05494505494505497
2000-03-21,0.09705342368590086,,-0.09137055837563457,,,,,,,,,,,,0.058139534883721034
2000-03-22,0.06855019605549972,,-0.11731843575418999,,,,,,,,,,,,0.0
2000-03-23,-0.019939046275372352,,0.06329113924050622,,,,,,,,,,,,-0.05494505494505497
2000-03-24,-0.018575996426403618,,-0.029761904761904767,,,,,,,,,,,,0.06976744186046502
2000-03-27,0.006309726303292518,,0.0,,,,,,,,,,,,0.0
2000-03-28,-0.0031350816445308016,,0.07975460122699385,,,,,,,,,,,,0.021739130434782705
2000-03-29,-0.022910872508103086,,0.0,,,,,,,,,,,,0.0
2000-03-30,-0.07494293851830902,,-0.045454545454545414,,,,,,,,,,,,-0.021276595744680882
2000-03-31,0.08002016161350789,,0.023809523809523725,,,,,,,,,,,,0.021739130434782705
2000-04-03,-0.01840804289092124,,-0.05232558139534882,,,,,,,,,,,,0.0851063829787233
2000-04-04,-0.04500676134272308,,-0.024539877300613466,,,,,,,,,,,,-0.0490196078431373
