Date,Open,High,Low,Close,Adj Close,Volume,Day Name,Daily Return,tend
2000-01-03,1469.25,1478.0,1438.3599853515625,1455.219970703125,1455.219970703125,931800000,Monday,0,1435.9522835783673
2000-01-04,1455.219970703125,1455.219970703125,1397.4300537109375,1399.4200439453125,1399.4200439453125,1009000000,Tuesday,-0.0383446680784976,1435.7049235200825
2000-01-05,1399.4200439453125,1413.27001953125,1377.6800537109375,1402.1099853515625,1402.1099853515625,1085500000,Wednesday,0.0019221829913671,1435.4696057662509
2000-01-06,1402.1099853515625,1411.9000244140625,1392.0999755859375,1403.449951171875,1403.449951171875,1092300000,Thursday,0.0009556781096431,1435.2356945715906
2000-01-07,1403.449951171875,1441.469970703125,1400.72998046875,1441.469970703125,1441.469970703125,1225200000,Friday,0.027090399268961,1434.971704428061
2000-01-10,1441.469970703125,1464.3599853515625,1441.469970703125,1457.5999755859375,1457.5999755859375,1064800000,Monday,0.011189969413615,1434.626283737997
2000-01-11,1457.5999755859375,1458.6600341796875,1434.4200439453125,1438.56005859375,1438.56005859375,1014000000,Tuesday,-0.0130625118764383,1434.1521423201532
2000-01-12,1438.56005859375,1442.5999755859375,1427.0799560546875,1432.25,1432.25,974600000,Wednesday,-0.004386371327394,1433.5163485506891
2000-01-13,1432.25,1454.199951171875,1432.25,1449.6800537109375,1449.6800537109375,1030400000,Thursday,0.0121697006185634,1432.6887257534363
2000-01-14,1449.6800537109375,1473.0,1449.6800537109375,1465.1500244140625,1465.1500244140625,1085900000,Friday,0.0106712999627225,1431.6383057843816
2000-01-18,1465.1500244140625,1465.1500244140625,1451.300048828125,1455.1400146484375,1455.1400146484375,1056700000,Tuesday,-0.0068320715277113,1430.3447400794862
2000-01-19,1455.1400146484375,1461.3900146484375,1448.6800537109375,1455.9000244140625,1455.9000244140625,1087800000,Wednesday,0.0005222932212531,1428.8086248988543
2000-01-20,1455.9000244140625,1465.7099609375,1438.5400390625,1445.5699462890625,1445.5699462890625,1100700000,Thursday,-0.0070953210740946,1427.0460535491964
2000-01-21,1445.5699462890625,1453.1800537109375,1439.5999755859375,1441.3599853515625,1441.3599853515625,1209800000,Friday,-0.0029123190810015,1425.0900514619198
2000-01-24,1441.3599853515625,1454.0899658203125,1395.4200439453125,1401.530029296875,1401.530029296875,1115800000,Monday,-0.0276335935917997,1422.9852215013946
2000-01-25,1401.530029296875,1414.260009765625,1388.489990234375,1410.030029296875,1410.030029296875,1073700000,Tuesday,0.0060648004839856,1420.7863352406716
2000-01-26,1410.030029296875,1412.72998046875,1400.1600341796875,1404.0899658203125,1404.0899658203125,1117300000,Wednesday,-0.0042127212563867,1418.534754757675
2000-01-27,1404.0899658203125,1418.8599853515625,1370.989990234375,1398.56005859375,1398.56005859375,1129500000,Thursday,-0.0039384279933456,1416.2651194391128
2000-01-28,1398.56005859375,1398.56005859375,1356.199951171875,1360.1600341796875,1360.1600341796875,1095800000,Friday,-0.0274568290279029,1414.0030406786084
2000-01-31,1360.1600341796875,1394.47998046875,1350.1400146484375,1394.4599609375,1394.4599609375,993800000,Monday,0.0252175669743883,1411.7630642067559
2000-02-01,1394.4599609375,1412.489990234375,1384.7900390625,1409.280029296875,1409.280029296875,981000000,Tuesday,0.0106278192092452,1409.5260838750874
2000-02-02,1409.280029296875,1420.6099853515625,1403.489990234375,1409.1199951171875,1409.1199951171875,1038600000,Wednesday,-0.0001135574026174,1407.2621790955911
2000-02-03,1409.1199951171875,1425.780029296875,1398.52001953125,1424.969970703125,1424.969970703125,1146500000,Thursday,0.0112481375900279,1404.941275496144
2000-02-04,1424.969970703125,1435.9100341796875,1420.6300048828125,1424.3699951171875,1424.3699951171875,1045100000,Friday,-0.0004210443716519,1402.534459839636
2000-02-07,1424.3699951171875,1427.1500244140625,1413.3299560546875,1424.239990234375,1424.239990234375,918100000,Monday,-9.127184878798822e-05,1400.025336823461
2000-02-08,1424.239990234375,1441.8299560546875,1424.239990234375,1441.719970703125,1441.719970703125,1047700000,Tuesday,0.0122731987506357,1397.411158354562
2000-02-09,1441.719970703125,1444.550048828125,1411.6500244140625,1411.7099609375,1411.7099609375,1050500000,Wednesday,-0.0208154221176454,1394.704310498264
2000-02-10,1411.699951171875,1422.0999755859375,1406.4300537109375,1416.8299560546875,1416.8299560546875,1058800000,Thursday,0.0036268038470079,1391.944872327609
2000-02-11,1416.8299560546875,1416.8299560546875,1378.8900146484375,1387.1199951171875,1387.1199951171875,1025700000,Friday,-0.0209693201435622,1389.183551447164
2000-02-14,1387.1199951171875,1394.9300537109375,1380.530029296875,1389.93994140625,1389.93994140625,927300000,Monday,0.0020329505010301,1386.4866086388254
2000-02-15,1389.93994140625,1407.719970703125,1376.25,1402.050048828125,1402.050048828125,1092100000,Tuesday,0.0087126839521014,1383.9190149617816
2000-02-16,1402.050048828125,1404.550048828125,1385.5799560546875,1387.6700439453125,1387.6700439453125,1018800000,Wednesday,-0.0102564133818416,1381.547899808202
2000-02-17,1387.6700439453125,1399.8800048828125,1380.0699462890625,1388.260009765625,1388.260009765625,1034800000,Thursday,0.0004251484874857,1379.4517244664223
2000-02-18,1388.260009765625,1388.5899658203125,1345.3199462890625,1346.0899658203125,1346.0899658203125,1042300000,Friday,-0.0303761857639563,1377.7127765648643
2000-02-22,1346.0899658203125,1358.1099853515625,1331.8800048828125,1352.1700439453125,1352.1700439453125,980000000,Tuesday,0.0045168438064202,1376.4188489102617
2000-02-23,1352.1700439453125,1370.1099853515625,1342.43994140625,1360.68994140625,1360.68994140625,993700000,Wednesday,0.0063009068268355,1375.6379700526336
2000-02-24,1360.68994140625,1364.800048828125,1329.8800048828125,1353.4300537109375,1353.4300537109375,1215000000,Thursday,-0.005335445992795,1375.4230130388967
2000-02-25,1353.4300537109375,1362.1400146484375,1329.1500244140625,1333.3599853515625,1333.3599853515625,1065200000,Friday,-0.0148290399672634,1375.817508398063
2000-02-28,1333.3599853515625,1360.8199462890625,1325.0699462890625,1348.050048828125,1348.050048828125,1026500000,Monday,0.0110173273819143,1376.8512410595656
2000-02-29,1348.050048828125,1369.6300048828125,1348.050048828125,1366.4200439453125,1366.4200439453125,1204300000,Tuesday,0.0136270868675512,1378.5274600009343
2000-03-01,1366.4200439453125,1383.4599609375,1366.4200439453125,1379.18994140625,1379.18994140625,1274100000,Wednesday,0.0093455138612184,1380.8314134545528
2000-03-02,1379.18994140625,1386.56005859375,1370.3499755859375,1381.760009765625,1381.760009765625,1198600000,Thursday,0.001863462226787,1383.740782517772
2000-03-03,1381.760009765625,1410.8800048828125,1381.760009765625,1409.1700439453125,1409.1700439453125,1150300000,Friday,0.0198370440495936,1387.2322223679112
2000-03-06,1409.1700439453125,1409.739990234375,1384.75,1391.280029296875,1391.280029296875,1029000000,Monday,-0.0126954264499904,1391.2811501993206
2000-03-07,1391.280029296875,1399.2099609375,1349.989990234375,1355.6199951171875,1355.6199951171875,1314100000,Tuesday,-0.0256310975711405,1395.8766943448354
2000-03-08,1355.6199951171875,1373.7900390625,1346.6199951171875,1366.699951171875,1366.699951171875,1203000000,Wednesday,0.008173349533495,1401.0079824367272
2000-03-09,1366.699951171875,1401.8199462890625,1357.8800048828125,1401.68994140625,1401.68994140625,1123000000,Thursday,0.0256018083591595,1406.6389816702494
2000-03-10,1401.68994140625,1413.4599609375,1392.0699462890625,1395.0699462890625,1395.0699462890625,1138800000,Friday,-0.0047228669633927,1412.7122167211155
2000-03-13,1395.0699462890625,1398.3900146484375,1364.8399658203125,1383.6199951171875,1383.6199951171875,1016100000,Monday,-0.00820743877562,1419.1671191148732
2000-03-14,1383.6199951171875,1395.1500244140625,1359.1500244140625,1359.1500244140625,1359.1500244140625,1094000000,Tuesday,-0.0176854705695782,1425.932093958051
2000-03-15,1359.1500244140625,1397.989990234375,1356.989990234375,1392.1400146484375,1392.1400146484375,1302800000,Wednesday,0.0242725156471208,1432.913329404678
2000-03-16,1392.1500244140625,1458.469970703125,1392.1500244140625,1458.469970703125,1458.469970703125,1482300000,Thursday,0.0476460380110819,1439.9752748153192
2000-03-17,1458.469970703125,1477.3299560546875,1453.3199462890625,1464.469970703125,1464.469970703125,1295100000,Friday,0.0041139002657062,1446.9568962288174
